num_index_per_subject,M,ef_construction,ef_search,index_build_time,hit_rate,avg_time_ms,total_queries
4,32,200,200,0.0051,0.8833333333333333,0.1174,60
4,32,200,300,0.0050,0.8833333333333333,0.1520,60
4,32,200,400,0.0051,0.8833333333333333,0.1214,60
4,32,200,500,0.0047,0.8833333333333333,0.1176,60
4,32,300,100,0.0048,0.8833333333333333,0.1355,60
4,32,300,200,0.0046,0.8833333333333333,0.1365,60
4,32,300,300,0.0049,0.8833333333333333,0.1480,60
4,32,300,400,0.0051,0.8833333333333333,0.1518,60
4,32,300,500,0.0047,0.8833333333333333,0.1191,60
4,32,400,100,0.0048,0.8833333333333333,0.1167,60
4,32,400,200,0.0048,0.8833333333333333,0.1365,60
4,32,400,300,0.0047,0.8833333333333333,0.1237,60
4,32,400,400,0.0053,0.8833333333333333,0.1185,60
4,32,400,500,0.0048,0.8833333333333333,0.1232,60
4,32,500,100,0.0053,0.8833333333333333,0.1185,60
4,32,500,200,0.0051,0.8833333333333333,0.1541,60
4,32,500,300,0.0054,0.8833333333333333,0.1596,60
4,32,500,400,0.0045,0.8833333333333333,0.1168,60
4,32,500,500,0.0050,0.8833333333333333,0.1535,60
4,48,100,100,0.0049,0.8833333333333333,0.1070,60
4,48,100,200,0.0042,0.8833333333333333,0.1084,60
4,48,100,300,0.0043,0.8833333333333333,0.1223,60
4,48,100,400,0.0047,0.8833333333333333,0.1379,60
4,48,100,500,0.0047,0.8833333333333333,0.1086,60
4,48,200,100,0.0043,0.8833333333333333,0.1220,60
4,48,200,200,0.0047,0.8833333333333333,0.1372,60
4,48,200,300,0.0047,0.8833333333333333,0.1389,60
4,48,200,400,0.0043,0.8833333333333333,0.1237,60
4,48,200,500,0.0043,0.8833333333333333,0.1082,60
4,48,300,100,0.0043,0.8833333333333333,0.1229,60
4,48,300,200,0.0043,0.8833333333333333,0.1227,60
4,48,300,300,0.0042,0.8833333333333333,0.1206,60
4,48,300,400,0.0042,0.8833333333333333,0.1217,60
4,48,300,500,0.0049,0.8833333333333333,0.1443,60
4,48,400,100,0.0047,0.8833333333333333,0.1083,60
4,48,400,200,0.0049,0.8833333333333333,0.1467,60
4,48,400,300,0.0043,0.8833333333333333,0.1239,60
4,48,400,400,0.0042,0.8833333333333333,0.1221,60
4,48,400,500,0.0049,0.8833333333333333,0.1400,60
4,48,500,100,0.0050,0.8833333333333333,0.1447,60
4,48,500,200,0.0050,0.8833333333333333,0.1327,60
4,48,500,300,0.0045,0.8833333333333333,0.1279,60
4,48,500,400,0.0046,0.8833333333333333,0.1288,60
4,48,500,500,0.0050,0.8833333333333333,0.1473,60
4,64,100,100,0.0050,0.8833333333333333,0.1470,60
4,64,100,200,0.0047,0.8833333333333333,0.1375,60
4,64,100,300,0.0045,0.8833333333333333,0.1134,60
4,64,100,400,0.0049,0.8833333333333333,0.1134,60
4,64,100,500,0.0047,0.8833333333333333,0.1343,60
4,64,200,100,0.0043,0.8833333333333333,0.1253,60
4,64,200,200,0.0050,0.8833333333333333,0.1145,60
4,64,200,300,0.0050,0.8833333333333333,0.1127,60
4,64,200,400,0.0047,0.8833333333333333,0.1102,60
4,64,200,500,0.0049,0.8833333333333333,0.1374,60
4,64,300,100,0.0043,0.8833333333333333,0.1065,60
4,64,300,200,0.0044,0.8833333333333333,0.1208,60
4,64,300,300,0.0047,0.8833333333333333,0.1080,60
4,64,300,400,0.0044,0.8833333333333333,0.1227,60
4,64,300,500,0.0044,0.8833333333333333,0.1219,60
4,64,400,100,0.0048,0.8833333333333333,0.1389,60
4,64,400,200,0.0047,0.8833333333333333,0.1335,60
4,64,400,300,0.0043,0.8833333333333333,0.1181,60
4,64,400,400,0.0045,0.8833333333333333,0.1252,60
4,64,400,500,0.0044,0.8833333333333333,0.1224,60
4,64,500,100,0.0043,0.8833333333333333,0.1065,60
4,64,500,200,0.0046,0.8833333333333333,0.1352,60
4,64,500,300,0.0046,0.8833333333333333,0.1340,60
4,64,500,400,0.0043,0.8833333333333333,0.1219,60
4,64,500,500,0.0042,0.8833333333333333,0.1324,60
5,16,100,100,0.0070,0.92,0.1560,50
5,16,100,200,0.0071,0.92,0.1663,50
5,16,100,300,0.0071,0.92,0.1664,50
5,16,100,400,0.0078,0.92,0.1450,50
5,16,100,500,0.0071,0.92,0.1473,50
5,16,200,100,0.0077,0.92,0.1843,50
5,16,200,200,0.0072,0.92,0.1638,50
5,16,200,300,0.0069,0.92,0.1627,50
5,16,200,400,0.0073,0.92,0.1737,50
5,16,200,500,0.0072,0.92,0.1584,50
5,16,300,100,0.0071,0.92,0.1618,50
5,16,300,200,0.0082,0.92,0.1876,50
5,16,300,300,0.0081,0.92,0.1954,50
5,16,300,400,0.0073,0.92,0.1433,50
5,16,300,500,0.0081,0.92,0.1913,50
5,16,400,100,0.0073,0.92,0.1728,50
5,16,400,200,0.0071,0.92,0.1699,50
5,16,400,300,0.0071,0.92,0.1585,50
5,16,400,400,0.0072,0.92,0.1636,50
5,16,400,500,0.0069,0.92,0.1576,50
5,16,500,100,0.0073,0.92,0.1740,50
5,16,500,200,0.0077,0.92,0.1862,50
5,16,500,300,0.0079,0.92,0.1820,50
5,16,500,400,0.0070,0.92,0.1444,50
5,16,500,500,0.0078,0.92,0.1853,50
5,32,100,100,0.0081,0.92,0.1882,50
5,32,100,200,0.0069,0.92,0.1616,50
5,32,100,300,0.0072,0.92,0.1507,50
5,32,100,400,0.0069,0.92,0.1613,50
5,32,100,500,0.0070,0.92,0.1615,50
5,32,200,100,0.0070,0.92,0.1478,50
5,32,200,200,0.0069,0.92,0.1620,50
5,32,200,300,0.0069,0.92,0.1619,50
5,32,200,400,0.0070,0.92,0.1618,50
5,32,200,500,0.0078,0.92,0.1791,50
5,32,300,100,0.0077,0.92,0.1835,50
5,32,300,200,0.0069,0.92,0.1632,50
5,32,300,300,0.0073,0.92,0.1645,50
5,32,300,400,0.0070,0.92,0.1627,50
5,32,300,500,0.0073,0.92,0.1505,50
5,32,400,100,0.0069,0.92,0.1644,50
5,32,400,200,0.0074,0.92,0.1662,50
5,32,400,300,0.0076,0.92,0.1838,50
5,32,400,400,0.0081,0.92,0.1732,50
5,32,400,500,0.0072,0.92,0.1591,50
5,32,500,100,0.0073,0.92,0.1723,50
5,32,500,200,0.0073,0.92,0.1507,50
5,32,500,300,0.0080,0.92,0.1948,50
5,32,500,400,0.0072,0.92,0.1710,50
5,32,500,500,0.0068,0.92,0.1443,50
5,48,100,100,0.0077,0.92,0.1639,50
5,48,100,200,0.0070,0.92,0.1426,50
5,48,100,300,0.0070,0.92,0.1590,50
5,48,100,400,0.0074,0.92,0.1769,50
5,48,100,500,0.0067,0.92,0.1374,50
5,48,200,100,0.0073,0.92,0.1726,50
5,48,200,200,0.0067,0.92,0.1469,50
5,48,200,300,0.0071,0.92,0.1565,50
5,48,200,400,0.0066,0.92,0.1503,50
5,48,200,500,0.0067,0.92,0.1355,50
5,48,300,100,0.0078,0.92,0.1434,50
5,48,300,200,0.0076,0.92,0.1355,50
5,48,300,300,0.0074,0.92,0.1383,50
5,48,300,400,0.0069,0.92,0.1583,50
5,48,300,500,0.0068,0.92,0.1468,50
5,48,400,100,0.0073,0.92,0.1686,50
5,48,400,200,0.0067,0.92,0.1492,50
5,48,400,300,0.0066,0.92,0.1464,50
5,48,400,400,0.0074,0.92,0.1684,50
5,48,400,500,0.0067,0.92,0.1555,50
5,48,500,100,0.0066,0.92,0.1355,50
5,48,500,200,0.0068,0.92,0.1487,50
5,48,500,300,0.0067,0.92,0.1544,50
5,48,500,400,0.0066,0.92,0.1550,50
5,48,500,500,0.0075,0.92,0.1698,50
5,64,100,100,0.0070,0.92,0.1617,50
5,64,100,200,0.0074,0.92,0.1406,50
5,64,100,300,0.0066,0.92,0.1572,50
5,64,100,400,0.0068,0.92,0.1480,50
5,64,100,500,0.0067,0.92,0.1576,50
5,64,200,100,0.0066,0.92,0.1522,50
5,64,200,200,0.0074,0.92,0.1674,50
5,64,200,300,0.0067,0.92,0.1348,50
5,64,200,400,0.0067,0.92,0.1561,50
5,64,200,500,0.0068,0.92,0.1365,50
5,64,300,100,0.0067,0.92,0.1528,50
5,64,300,200,0.0073,0.92,0.1732,50
5,64,300,300,0.0074,0.92,0.1681,50
5,64,300,400,0.0067,0.92,0.1563,50
5,64,300,500,0.0068,0.92,0.1517,50
5,64,400,100,0.0067,0.92,0.1508,50
5,64,400,200,0.0073,0.92,0.1617,50
5,64,400,300,0.0066,0.92,0.1516,50
5,64,400,400,0.0070,0.92,0.1624,50
5,64,400,500,0.0069,0.92,0.1620,50
5,64,500,100,0.0066,0.92,0.1518,50
5,64,500,200,0.0067,0.92,0.1478,50
5,64,500,300,0.0068,0.92,0.1508,50
5,64,500,400,0.0074,0.92,0.1380,50
5,64,500,500,0.0068,0.92,0.1540,50
6,16,100,100,0.0106,0.9,0.2073,40
6,16,100,200,0.0108,0.9,0.2340,40
6,16,100,300,0.0105,0.9,0.1958,40
6,16,100,400,0.0100,0.9,0.1895,40
6,16,100,500,0.0113,0.9,0.1778,40
6,16,200,100,0.0117,0.9,0.2064,40
6,16,200,200,0.0108,0.9,0.2056,40
6,16,200,300,0.0120,0.9,0.2330,40
6,16,200,400,0.0114,0.9,0.2214,40
6,16,200,500,0.0119,0.9,0.2264,40
6,16,300,100,0.0114,0.9,0.2247,40
6,16,300,200,0.0120,0.9,0.2345,40
6,16,300,300,0.0106,0.9,0.2056,40
6,16,300,400,0.0102,0.9,0.1755,40
6,16,300,500,0.0103,0.9,0.1964,40
6,16,400,100,0.0115,0.9,0.1739,40
6,16,400,200,0.0108,0.9,0.2094,40
6,16,400,300,0.0103,0.9,0.1977,40
6,16,400,400,0.0112,0.9,0.2140,40
6,16,400,500,0.0113,0.9,0.2242,40
6,16,500,100,0.0112,0.9,0.2195,40
6,16,500,200,0.0101,0.9,0.2163,40
6,16,500,300,0.0114,0.9,0.1777,40
6,16,500,400,0.0106,0.9,0.2001,40
6,16,500,500,0.0103,0.9,0.1752,40
6,32,100,100,0.0105,0.9,0.1802,40
6,32,100,200,0.0112,0.9,0.2129,40
6,32,100,300,0.0102,0.9,0.1933,40
6,32,100,400,0.0113,0.9,0.2179,40
6,32,100,500,0.0115,0.9,0.2296,40
6,32,200,100,0.0102,0.9,0.1955,40
6,32,200,200,0.0108,0.9,0.2098,40
6,32,200,300,0.0104,0.9,0.1761,40
6,32,200,400,0.0101,0.9,0.1950,40
6,32,200,500,0.0102,0.9,0.1966,40
6,32,300,100,0.0106,0.9,0.2019,40
6,32,300,200,0.0106,0.9,0.1751,40
6,32,300,300,0.0103,0.9,0.1956,40
6,32,300,400,0.0099,0.9,0.1881,40
6,32,300,500,0.0100,0.9,0.1708,40
6,32,400,100,0.0101,0.9,0.1925,40
6,32,400,200,0.0106,0.9,0.1820,40
6,32,400,300,0.0100,0.9,0.1719,40
6,32,400,400,0.0104,0.9,0.1876,40
6,32,400,500,0.0106,0.9,0.2046,40
6,32,500,100,0.0105,0.9,0.1963,40
6,32,500,200,0.0107,0.9,0.2057,40
6,32,500,300,0.0101,0.9,0.1721,40
6,32,500,400,0.0105,0.9,0.1938,40
6,32,500,500,0.0103,0.9,0.1993,40
6,48,100,100,0.0112,0.9,0.1727,40
6,48,100,200,0.0113,0.9,0.2178,40
6,48,100,300,0.0101,0.9,0.1903,40
6,48,100,400,0.0095,0.9,0.1858,40
6,48,100,500,0.0101,0.9,0.1833,40
6,48,200,100,0.0098,0.9,0.1828,40
6,48,200,200,0.0101,0.9,0.1883,40
6,48,200,300,0.0098,0.9,0.1834,40
6,48,200,400,0.0103,0.9,0.1894,40
6,48,200,500,0.0096,0.9,0.1764,40
6,48,300,100,0.0097,0.9,0.1863,40
6,48,300,200,0.0097,0.9,0.1852,40
6,48,300,300,0.0096,0.9,0.1613,40
6,48,300,400,0.0097,0.9,0.1667,40
6,48,300,500,0.0113,0.9,0.2229,40
6,48,400,100,0.0102,0.9,0.1971,40
6,48,400,200,0.0097,0.9,0.1612,40
6,48,400,300,0.0097,0.9,0.1857,40
6,48,400,400,0.0102,0.9,0.1855,40
6,48,400,500,0.0097,0.9,0.1692,40
6,48,500,100,0.0098,0.9,0.1858,40
6,48,500,200,0.0101,0.9,0.1916,40
6,48,500,300,0.0096,0.9,0.1777,40
6,48,500,400,0.0102,0.9,0.1954,40
6,48,500,500,0.0097,0.9,0.1839,40
6,64,100,100,0.0097,0.9,0.1606,40
6,64,100,200,0.0097,0.9,0.1779,40
6,64,100,300,0.0103,0.9,0.1972,40
6,64,100,400,0.0098,0.9,0.1864,40
6,64,100,500,0.0099,0.9,0.1840,40
6,64,200,100,0.0098,0.9,0.1819,40
6,64,200,200,0.0098,0.9,0.1781,40
6,64,200,300,0.0115,0.9,0.1716,40
6,64,200,400,0.0102,0.9,0.1846,40
6,64,200,500,0.0107,0.9,0.1636,40
6,64,300,100,0.0098,0.9,0.1843,40
6,64,300,200,0.0097,0.9,0.1852,40
6,64,300,300,0.0108,0.9,0.2034,40
6,64,300,400,0.0101,0.9,0.1929,40
6,64,300,500,0.0097,0.9,0.1834,40
6,64,400,100,0.0096,0.9,0.1645,40
6,64,400,200,0.0106,0.9,0.2105,40
6,64,400,300,0.0096,0.9,0.1671,40
6,64,400,400,0.0099,0.9,0.1860,40
6,64,400,500,0.0097,0.9,0.1624,40
6,64,500,100,0.0110,0.9,0.2010,40
6,64,500,200,0.0096,0.9,0.1849,40
6,64,500,300,0.0096,0.9,0.1771,40
6,64,500,400,0.0096,0.9,0.1775,40
6,64,500,500,0.0100,0.9,0.1868,40
7,16,100,100,0.0163,0.9666666666666667,0.2578,30
7,16,100,200,0.0153,0.9666666666666667,0.2603,30
7,16,100,300,0.0141,0.9666666666666667,0.2041,30
7,16,100,400,0.0148,0.9666666666666667,0.2423,30
7,16,100,500,0.0139,0.9666666666666667,0.2302,30
7,16,200,100,0.0139,0.9666666666666667,0.2303,30
7,16,200,200,0.0155,0.9666666666666667,0.2657,30
7,16,200,300,0.0153,0.9666666666666667,0.2605,30
7,16,200,400,0.0139,0.9666666666666667,0.2272,30
7,16,200,500,0.0138,0.9666666666666667,0.2342,30
7,16,300,100,0.0138,0.9666666666666667,0.2365,30
7,16,300,200,0.0166,0.9666666666666667,0.2105,30
7,16,300,300,0.0154,0.9666666666666667,0.2484,30
7,16,300,400,0.0140,0.9666666666666667,0.2042,30
7,16,300,500,0.0140,0.9666666666666667,0.2199,30
7,16,400,100,0.0155,0.9666666666666667,0.2586,30
7,16,400,200,0.0148,0.9666666666666667,0.2444,30
7,16,400,300,0.0148,0.9666666666666667,0.2388,30
7,16,400,400,0.0159,0.9666666666666667,0.2041,30
7,16,400,500,0.0139,0.9666666666666667,0.2307,30
7,16,500,100,0.0140,0.9666666666666667,0.2320,30
7,16,500,200,0.0141,0.9666666666666667,0.2046,30
7,16,500,300,0.0137,0.9666666666666667,0.2236,30
7,16,500,400,0.0140,0.9666666666666667,0.2261,30
7,16,500,500,0.0154,0.9666666666666667,0.2545,30
7,32,100,100,0.0138,0.9666666666666667,0.2017,30
7,32,100,200,0.0138,0.9666666666666667,0.2250,30
7,32,100,300,0.0137,0.9666666666666667,0.2262,30
7,32,100,400,0.0139,0.9666666666666667,0.2256,30
7,32,100,500,0.0162,0.9666666666666667,0.2665,30
7,32,200,100,0.0139,0.9666666666666667,0.2256,30
7,32,200,200,0.0154,0.9666666666666667,0.2460,30
7,32,200,300,0.0155,0.9666666666666667,0.2486,30
7,32,200,400,0.0137,0.9666666666666667,0.2251,30
7,32,200,500,0.0138,0.9666666666666667,0.2288,30
7,32,300,100,0.0144,0.9666666666666667,0.2198,30
7,32,300,200,0.0138,0.9666666666666667,0.2168,30
7,32,300,300,0.0155,0.9666666666666667,0.2510,30
7,32,300,400,0.0138,0.9666666666666667,0.2294,30
7,32,300,500,0.0143,0.9666666666666667,0.2372,30
7,32,400,100,0.0139,0.9666666666666667,0.2260,30
7,32,400,200,0.0139,0.9666666666666667,0.2289,30
7,32,400,300,0.0145,0.9666666666666667,0.2390,30
7,32,400,400,0.0139,0.9666666666666667,0.2251,30
7,32,400,500,0.0146,0.9666666666666667,0.2165,30
7,32,500,100,0.0138,0.9666666666666667,0.2255,30
7,32,500,200,0.0139,0.9666666666666667,0.2274,30
7,32,500,300,0.0137,0.9666666666666667,0.2316,30
7,32,500,400,0.0138,0.9666666666666667,0.2244,30
7,32,500,500,0.0138,0.9666666666666667,0.2167,30
7,48,100,100,0.0134,0.9666666666666667,0.2186,30
7,48,100,200,0.0136,0.9666666666666667,0.1948,30
7,48,100,300,0.0133,0.9666666666666667,0.2093,30
7,48,100,400,0.0134,0.9666666666666667,0.2184,30
7,48,100,500,0.0148,0.9666666666666667,0.2437,30
7,48,200,100,0.0136,0.9666666666666667,0.1955,30
7,48,200,200,0.0134,0.9666666666666667,0.1910,30
7,48,200,300,0.0142,0.9666666666666667,0.2201,30
7,48,200,400,0.0134,0.9666666666666667,0.2159,30
7,48,200,500,0.0146,0.9666666666666667,0.2146,30
7,48,300,100,0.0135,0.9666666666666667,0.2148,30
7,48,300,200,0.0158,0.9666666666666667,0.2480,30
7,48,300,300,0.0138,0.9666666666666667,0.2180,30
7,48,300,400,0.0133,0.9666666666666667,0.2134,30
7,48,300,500,0.0139,0.9666666666666667,0.2285,30
7,48,400,100,0.0223,0.9666666666666667,0.3060,30
7,48,400,200,0.0139,0.9666666666666667,0.2165,30
7,48,400,300,0.0152,0.9666666666666667,0.1913,30
7,48,400,400,0.0137,0.9666666666666667,0.2151,30
7,48,400,500,0.0147,0.9666666666666667,0.2084,30
7,48,500,100,0.0139,0.9666666666666667,0.1925,30
7,48,500,200,0.0135,0.9666666666666667,0.2195,30
7,48,500,300,0.0136,0.9666666666666667,0.1925,30
7,48,500,400,0.0152,0.9666666666666667,0.2332,30
7,48,500,500,0.0134,0.9666666666666667,0.2074,30
7,64,100,100,0.0155,0.9666666666666667,0.2546,30
7,64,100,200,0.0141,0.9666666666666667,0.2015,30
7,64,100,300,0.0150,0.9666666666666667,0.1913,30
7,64,100,400,0.0133,0.9666666666666667,0.2195,30
7,64,100,500,0.0135,0.9666666666666667,0.2191,30
7,64,200,100,0.0149,0.9666666666666667,0.2346,30
7,64,200,200,0.0134,0.9666666666666667,0.2091,30
7,64,200,300,0.0150,0.9666666666666667,0.2548,30
7,64,200,400,0.0135,0.9666666666666667,0.2158,30
7,64,200,500,0.0133,0.9666666666666667,0.2177,30
7,64,300,100,0.0157,0.9666666666666667,0.2476,30
7,64,300,200,0.0134,0.9666666666666667,0.1915,30
7,64,300,300,0.0134,0.9666666666666667,0.1907,30
7,64,300,400,0.0139,0.9666666666666667,0.2094,30
7,64,300,500,0.0137,0.9666666666666667,0.1911,30
7,64,400,100,0.0134,0.9666666666666667,0.2094,30
7,64,400,200,0.0134,0.9666666666666667,0.2197,30
7,64,400,300,0.0134,0.9666666666666667,0.2272,30
7,64,400,400,0.0148,0.9666666666666667,0.2025,30
7,64,400,500,0.0147,0.9666666666666667,0.2463,30
7,64,500,100,0.0134,0.9666666666666667,0.2171,30
7,64,500,200,0.0153,0.9666666666666667,0.2488,30
7,64,500,300,0.0151,0.9666666666666667,0.2553,30
7,64,500,400,0.0147,0.9666666666666667,0.2437,30
7,64,500,500,0.0135,0.9666666666666667,0.2098,30
