nlist,nprobe,penetration,hit_rate
1,1,1.0,0.9429362880886426
2,1,0.5,0.8620498614958448
2,2,1.0,0.9429362880886426
3,1,0.3333333333333333,0.8349030470914127
3,2,0.6666666666666666,0.9274238227146815
3,3,1.0,0.9429362880886426
4,1,0.25,0.7878116343490305
4,2,0.5,0.9146814404432133
4,3,0.75,0.9390581717451524
4,4,1.0,0.9429362880886426
5,1,0.2,0.7761772853185596
5,2,0.4,0.9102493074792244
5,3,0.6,0.9357340720221606
5,4,0.8,0.942382271468144
5,5,1.0,0.9429362880886426
6,1,0.16666666666666666,0.7645429362880887
6,2,0.3333333333333333,0.8947368421052632
6,3,0.5,0.9301939058171745
6,4,0.6666666666666666,0.939612188365651
6,5,0.8333333333333334,0.942382271468144
6,6,1.0,0.9429362880886426
7,1,0.14285714285714285,0.7512465373961219
7,2,0.2857142857142857,0.8814404432132964
7,3,0.42857142857142855,0.9207756232686981
7,4,0.5714285714285714,0.9368421052631579
7,5,0.7142857142857143,0.9429362880886426
7,6,0.8571428571428571,0.9429362880886426
7,7,1.0,0.9429362880886426
8,1,0.125,0.7479224376731302
8,2,0.25,0.8836565096952909
8,3,0.375,0.9263157894736842
8,4,0.5,0.9373961218836565
8,5,0.625,0.939612188365651
8,6,0.75,0.9418282548476454
8,7,0.875,0.9429362880886426
8,8,1.0,0.9429362880886426
9,1,0.1111111111111111,0.7518005540166205
9,2,0.2222222222222222,0.884764542936288
9,3,0.3333333333333333,0.9207756232686981
9,4,0.4444444444444444,0.9373961218836565
9,5,0.5555555555555556,0.9401662049861496
9,6,0.6666666666666666,0.9412742382271468
9,7,0.7777777777777778,0.9418282548476454
9,8,0.8888888888888888,0.9429362880886426
9,9,1.0,0.9429362880886426
10,1,0.1,0.7373961218836566
10,2,0.2,0.8858725761772853
10,3,0.3,0.9196675900277008
10,4,0.4,0.9379501385041551
10,5,0.5,0.9401662049861496
10,6,0.6,0.9418282548476454
10,7,0.7,0.942382271468144
10,8,0.8,0.942382271468144
10,9,0.9,0.9429362880886426
10,10,1.0,0.9429362880886426
11,1,0.09090909090909091,0.7407202216066482
11,2,0.18181818181818182,0.881994459833795
11,3,0.2727272727272727,0.9213296398891967
11,4,0.36363636363636365,0.9335180055401662
11,5,0.45454545454545453,0.9401662049861496
11,6,0.5454545454545454,0.9412742382271468
11,7,0.6363636363636364,0.9418282548476454
11,8,0.7272727272727273,0.9418282548476454
11,9,0.8181818181818182,0.9418282548476454
11,10,0.9090909090909091,0.9429362880886426
11,11,1.0,0.9429362880886426
12,1,0.08333333333333333,0.7346260387811634
12,2,0.16666666666666666,0.8759002770083103
12,3,0.25,0.9202216066481994
12,4,0.3333333333333333,0.935180055401662
12,5,0.4166666666666667,0.9390581717451524
12,6,0.5,0.9412742382271468
12,7,0.5833333333333334,0.9412742382271468
12,8,0.6666666666666666,0.9418282548476454
12,9,0.75,0.942382271468144
12,10,0.8333333333333334,0.9429362880886426
12,11,0.9166666666666666,0.9429362880886426
12,12,1.0,0.9429362880886426
13,1,0.07692307692307693,0.7357340720221607
13,2,0.15384615384615385,0.8736842105263158
13,3,0.23076923076923078,0.9168975069252078
13,4,0.3076923076923077,0.932409972299169
13,5,0.38461538461538464,0.9390581717451524
13,6,0.46153846153846156,0.9412742382271468
13,7,0.5384615384615384,0.942382271468144
13,8,0.6153846153846154,0.942382271468144
13,9,0.6923076923076923,0.942382271468144
13,10,0.7692307692307693,0.9429362880886426
13,11,0.8461538461538461,0.9429362880886426
13,12,0.9230769230769231,0.9429362880886426
13,13,1.0,0.9429362880886426
14,1,0.07142857142857142,0.718005540166205
14,2,0.14285714285714285,0.8781163434903048
14,3,0.21428571428571427,0.9102493074792244
14,4,0.2857142857142857,0.932409972299169
14,5,0.35714285714285715,0.939612188365651
14,6,0.42857142857142855,0.9418282548476454
14,7,0.5,0.9418282548476454
14,8,0.5714285714285714,0.9418282548476454
14,9,0.6428571428571429,0.942382271468144
14,10,0.7142857142857143,0.9429362880886426
14,11,0.7857142857142857,0.9429362880886426
14,12,0.8571428571428571,0.9429362880886426
14,13,0.9285714285714286,0.9429362880886426
14,14,1.0,0.9429362880886426
15,1,0.06666666666666667,0.7157894736842105
15,2,0.13333333333333333,0.8698060941828255
15,3,0.2,0.9096952908587258
15,4,0.26666666666666666,0.929639889196676
15,5,0.3333333333333333,0.9373961218836565
15,6,0.4,0.9407202216066483
15,7,0.4666666666666667,0.9418282548476454
15,8,0.5333333333333333,0.9429362880886426
15,9,0.6,0.9429362880886426
15,10,0.6666666666666666,0.9429362880886426
15,11,0.7333333333333333,0.9429362880886426
15,12,0.8,0.9429362880886426
15,13,0.8666666666666667,0.9429362880886426
15,14,0.9333333333333333,0.9429362880886426
15,15,1.0,0.9429362880886426
16,1,0.0625,0.7263157894736842
16,2,0.125,0.8698060941828255
16,3,0.1875,0.9130193905817174
16,4,0.25,0.9301939058171745
16,5,0.3125,0.9373961218836565
16,6,0.375,0.942382271468144
16,7,0.4375,0.942382271468144
16,8,0.5,0.942382271468144
16,9,0.5625,0.9429362880886426
16,10,0.625,0.9429362880886426
16,11,0.6875,0.9429362880886426
16,12,0.75,0.9429362880886426
16,13,0.8125,0.9429362880886426
16,14,0.875,0.9429362880886426
16,15,0.9375,0.9429362880886426
16,16,1.0,0.9429362880886426
17,1,0.058823529411764705,0.7157894736842105
17,2,0.11764705882352941,0.8448753462603878
17,3,0.17647058823529413,0.8975069252077562
17,4,0.23529411764705882,0.9196675900277008
17,5,0.29411764705882354,0.9335180055401662
17,6,0.35294117647058826,0.9373961218836565
17,7,0.4117647058823529,0.939612188365651
17,8,0.47058823529411764,0.9401662049861496
17,9,0.5294117647058824,0.9412742382271468
17,10,0.5882352941176471,0.9429362880886426
17,11,0.6470588235294118,0.9429362880886426
17,12,0.7058823529411765,0.9429362880886426
17,13,0.7647058823529411,0.9429362880886426
17,14,0.8235294117647058,0.9429362880886426
17,15,0.8823529411764706,0.9429362880886426
17,16,0.9411764705882353,0.9429362880886426
17,17,1.0,0.9429362880886426
18,1,0.05555555555555555,0.7152354570637119
18,2,0.1111111111111111,0.8603878116343491
18,3,0.16666666666666666,0.900831024930748
18,4,0.2222222222222222,0.9207756232686981
18,5,0.2777777777777778,0.9285318559556787
18,6,0.3333333333333333,0.935180055401662
18,7,0.3888888888888889,0.9385041551246538
18,8,0.4444444444444444,0.9407202216066483
18,9,0.5,0.9412742382271468
18,10,0.5555555555555556,0.942382271468144
18,11,0.6111111111111112,0.9429362880886426
18,12,0.6666666666666666,0.9429362880886426
18,13,0.7222222222222222,0.9429362880886426
18,14,0.7777777777777778,0.9429362880886426
18,15,0.8333333333333334,0.9429362880886426
18,16,0.8888888888888888,0.9429362880886426
18,17,0.9444444444444444,0.9429362880886426
18,18,1.0,0.9429362880886426
19,1,0.05263157894736842,0.7335180055401662
19,2,0.10526315789473684,0.8620498614958448
19,3,0.15789473684210525,0.9052631578947369
19,4,0.21052631578947367,0.9246537396121883
19,5,0.2631578947368421,0.9307479224376731
19,6,0.3157894736842105,0.9368421052631579
19,7,0.3684210526315789,0.9418282548476454
19,8,0.42105263157894735,0.9418282548476454
19,9,0.47368421052631576,0.942382271468144
19,10,0.5263157894736842,0.9429362880886426
19,11,0.5789473684210527,0.9429362880886426
19,12,0.631578947368421,0.9429362880886426
19,13,0.6842105263157895,0.9429362880886426
19,14,0.7368421052631579,0.9429362880886426
19,15,0.7894736842105263,0.9429362880886426
19,16,0.8421052631578947,0.9429362880886426
19,17,0.8947368421052632,0.9429362880886426
19,18,0.9473684210526315,0.9429362880886426
19,19,1.0,0.9429362880886426
20,1,0.05,0.7130193905817175
20,2,0.1,0.8570637119113573
20,3,0.15,0.903601108033241
20,4,0.2,0.9207756232686981
20,5,0.25,0.9313019390581717
20,6,0.3,0.9373961218836565
20,7,0.35,0.939612188365651
20,8,0.4,0.9434903047091413
20,9,0.45,0.9429362880886426
20,10,0.5,0.9429362880886426
20,11,0.55,0.9429362880886426
20,12,0.6,0.9429362880886426
20,13,0.65,0.9429362880886426
20,14,0.7,0.9429362880886426
20,15,0.75,0.9429362880886426
20,16,0.8,0.9429362880886426
20,17,0.85,0.9429362880886426
20,18,0.9,0.9429362880886426
20,19,0.95,0.9429362880886426
20,20,1.0,0.9429362880886426
21,1,0.047619047619047616,0.7462603878116344
21,2,0.09523809523809523,0.867590027700831
21,3,0.14285714285714285,0.9041551246537396
21,4,0.19047619047619047,0.9207756232686981
21,5,0.23809523809523808,0.9307479224376731
21,6,0.2857142857142857,0.9362880886426593
21,7,0.3333333333333333,0.939612188365651
21,8,0.38095238095238093,0.9412742382271468
21,9,0.42857142857142855,0.9418282548476454
21,10,0.47619047619047616,0.9418282548476454
21,11,0.5238095238095238,0.942382271468144
21,12,0.5714285714285714,0.9429362880886426
21,13,0.6190476190476191,0.9429362880886426
21,14,0.6666666666666666,0.9429362880886426
21,15,0.7142857142857143,0.9429362880886426
21,16,0.7619047619047619,0.9429362880886426
21,17,0.8095238095238095,0.9429362880886426
21,18,0.8571428571428571,0.9429362880886426
21,19,0.9047619047619048,0.9429362880886426
21,20,0.9523809523809523,0.9429362880886426
21,21,1.0,0.9429362880886426
22,1,0.045454545454545456,0.7257617728531855
22,2,0.09090909090909091,0.8631578947368421
22,3,0.13636363636363635,0.9058171745152355
22,4,0.18181818181818182,0.9224376731301939
22,5,0.22727272727272727,0.9307479224376731
22,6,0.2727272727272727,0.9357340720221606
22,7,0.3181818181818182,0.9401662049861496
22,8,0.36363636363636365,0.9418282548476454
22,9,0.4090909090909091,0.942382271468144
22,10,0.45454545454545453,0.9418282548476454
22,11,0.5,0.9429362880886426
22,12,0.5454545454545454,0.9429362880886426
22,13,0.5909090909090909,0.9429362880886426
22,14,0.6363636363636364,0.9429362880886426
22,15,0.6818181818181818,0.9429362880886426
22,16,0.7272727272727273,0.9429362880886426
22,17,0.7727272727272727,0.9429362880886426
22,18,0.8181818181818182,0.9429362880886426
22,19,0.8636363636363636,0.9429362880886426
22,20,0.9090909090909091,0.9429362880886426
22,21,0.9545454545454546,0.9429362880886426
22,22,1.0,0.9429362880886426
23,1,0.043478260869565216,0.7218836565096953
23,2,0.08695652173913043,0.8620498614958448
23,3,0.13043478260869565,0.9041551246537396
23,4,0.17391304347826086,0.9213296398891967
23,5,0.21739130434782608,0.9290858725761773
23,6,0.2608695652173913,0.9340720221606649
23,7,0.30434782608695654,0.9390581717451524
23,8,0.34782608695652173,0.9401662049861496
23,9,0.391304347826087,0.9418282548476454
23,10,0.43478260869565216,0.9418282548476454
23,11,0.4782608695652174,0.9429362880886426
23,12,0.5217391304347826,0.9429362880886426
23,13,0.5652173913043478,0.9429362880886426
23,14,0.6086956521739131,0.9429362880886426
23,15,0.6521739130434783,0.9429362880886426
23,16,0.6956521739130435,0.9429362880886426
23,17,0.7391304347826086,0.9429362880886426
23,18,0.782608695652174,0.9429362880886426
23,19,0.8260869565217391,0.9429362880886426
23,20,0.8695652173913043,0.9429362880886426
23,21,0.9130434782608695,0.9429362880886426
23,22,0.9565217391304348,0.9429362880886426
23,23,1.0,0.9429362880886426
24,1,0.041666666666666664,0.7351800554016621
24,2,0.08333333333333333,0.8664819944598338
24,3,0.125,0.9085872576177285
24,4,0.16666666666666666,0.9235457063711912
24,5,0.20833333333333334,0.9318559556786704
24,6,0.25,0.935180055401662
24,7,0.2916666666666667,0.9390581717451524
24,8,0.3333333333333333,0.9407202216066483
24,9,0.375,0.9418282548476454
24,10,0.4166666666666667,0.9412742382271468
24,11,0.4583333333333333,0.942382271468144
24,12,0.5,0.9429362880886426
24,13,0.5416666666666666,0.9429362880886426
24,14,0.5833333333333334,0.9429362880886426
24,15,0.625,0.9429362880886426
24,16,0.6666666666666666,0.9429362880886426
24,17,0.7083333333333334,0.9429362880886426
24,18,0.75,0.9429362880886426
24,19,0.7916666666666666,0.9429362880886426
24,20,0.8333333333333334,0.9429362880886426
24,21,0.875,0.9429362880886426
24,22,0.9166666666666666,0.9429362880886426
24,23,0.9583333333333334,0.9429362880886426
24,24,1.0,0.9429362880886426
25,1,0.04,0.7290858725761773
25,2,0.08,0.8681440443213296
25,3,0.12,0.9058171745152355
25,4,0.16,0.925207756232687
25,5,0.2,0.9335180055401662
25,6,0.24,0.9362880886426593
25,7,0.28,0.9390581717451524
25,8,0.32,0.9407202216066483
25,9,0.36,0.942382271468144
25,10,0.4,0.942382271468144
25,11,0.44,0.942382271468144
25,12,0.48,0.942382271468144
25,13,0.52,0.9429362880886426
25,14,0.56,0.9429362880886426
25,15,0.6,0.9429362880886426
25,16,0.64,0.9429362880886426
25,17,0.68,0.9429362880886426
25,18,0.72,0.9429362880886426
25,19,0.76,0.9429362880886426
25,20,0.8,0.9429362880886426
25,21,0.84,0.9429362880886426
25,22,0.88,0.9429362880886426
25,23,0.92,0.9429362880886426
25,24,0.96,0.9429362880886426
25,25,1.0,0.9429362880886426
26,1,0.038461538461538464,0.7301939058171745
26,2,0.07692307692307693,0.864819944598338
26,3,0.11538461538461539,0.9119113573407203
26,4,0.15384615384615385,0.9257617728531856
26,5,0.19230769230769232,0.9329639889196676
26,6,0.23076923076923078,0.9362880886426593
26,7,0.2692307692307692,0.9385041551246538
26,8,0.3076923076923077,0.939612188365651
26,9,0.34615384615384615,0.9418282548476454
26,10,0.38461538461538464,0.9412742382271468
26,11,0.4230769230769231,0.942382271468144
26,12,0.46153846153846156,0.9429362880886426
26,13,0.5,0.9429362880886426
26,14,0.5384615384615384,0.9429362880886426
26,15,0.5769230769230769,0.9429362880886426
26,16,0.6153846153846154,0.9429362880886426
26,17,0.6538461538461539,0.9429362880886426
26,18,0.6923076923076923,0.9429362880886426
26,19,0.7307692307692307,0.9429362880886426
26,20,0.7692307692307693,0.9429362880886426
26,21,0.8076923076923077,0.9429362880886426
26,22,0.8461538461538461,0.9429362880886426
26,23,0.8846153846153846,0.9429362880886426
26,24,0.9230769230769231,0.9429362880886426
26,25,0.9615384615384616,0.9429362880886426
26,26,1.0,0.9429362880886426
27,1,0.037037037037037035,0.7429362880886426
27,2,0.07407407407407407,0.8581717451523546
27,3,0.1111111111111111,0.9041551246537396
27,4,0.14814814814814814,0.9218836565096953
27,5,0.18518518518518517,0.9301939058171745
27,6,0.2222222222222222,0.9357340720221606
27,7,0.25925925925925924,0.9385041551246538
27,8,0.2962962962962963,0.9401662049861496
27,9,0.3333333333333333,0.9412742382271468
27,10,0.37037037037037035,0.942382271468144
27,11,0.4074074074074074,0.942382271468144
27,12,0.4444444444444444,0.9429362880886426
27,13,0.48148148148148145,0.9429362880886426
27,14,0.5185185185185185,0.9429362880886426
27,15,0.5555555555555556,0.9429362880886426
27,16,0.5925925925925926,0.9429362880886426
27,17,0.6296296296296297,0.9429362880886426
27,18,0.6666666666666666,0.9429362880886426
27,19,0.7037037037037037,0.9429362880886426
27,20,0.7407407407407407,0.9429362880886426
27,21,0.7777777777777778,0.9429362880886426
27,22,0.8148148148148148,0.9429362880886426
27,23,0.8518518518518519,0.9429362880886426
27,24,0.8888888888888888,0.9429362880886426
27,25,0.9259259259259259,0.9429362880886426
27,26,0.9629629629629629,0.9429362880886426
27,27,1.0,0.9429362880886426
28,1,0.03571428571428571,0.7457063711911357
28,2,0.07142857142857142,0.8626038781163435
28,3,0.10714285714285714,0.9041551246537396
28,4,0.14285714285714285,0.9246537396121883
28,5,0.17857142857142858,0.9313019390581717
28,6,0.21428571428571427,0.9362880886426593
28,7,0.25,0.9379501385041551
28,8,0.2857142857142857,0.9379501385041551
28,9,0.32142857142857145,0.9401662049861496
28,10,0.35714285714285715,0.9412742382271468
28,11,0.39285714285714285,0.9418282548476454
28,12,0.42857142857142855,0.9418282548476454
28,13,0.4642857142857143,0.942382271468144
28,14,0.5,0.9429362880886426
28,15,0.5357142857142857,0.9429362880886426
28,16,0.5714285714285714,0.9429362880886426
28,17,0.6071428571428571,0.9429362880886426
28,18,0.6428571428571429,0.9429362880886426
28,19,0.6785714285714286,0.9429362880886426
28,20,0.7142857142857143,0.9429362880886426
28,21,0.75,0.9429362880886426
28,22,0.7857142857142857,0.9429362880886426
28,23,0.8214285714285714,0.9429362880886426
28,24,0.8571428571428571,0.9429362880886426
28,25,0.8928571428571429,0.9429362880886426
28,26,0.9285714285714286,0.9429362880886426
28,27,0.9642857142857143,0.9429362880886426
28,28,1.0,0.9429362880886426
29,1,0.034482758620689655,0.7529085872576178
29,2,0.06896551724137931,0.874792243767313
29,3,0.10344827586206896,0.9124653739612189
29,4,0.13793103448275862,0.9268698060941828
29,5,0.1724137931034483,0.9346260387811635
29,6,0.20689655172413793,0.9379501385041551
29,7,0.2413793103448276,0.939612188365651
29,8,0.27586206896551724,0.9418282548476454
29,9,0.3103448275862069,0.9412742382271468
29,10,0.3448275862068966,0.9412742382271468
29,11,0.3793103448275862,0.9418282548476454
29,12,0.41379310344827586,0.9429362880886426
29,13,0.4482758620689655,0.9429362880886426
29,14,0.4827586206896552,0.9429362880886426
29,15,0.5172413793103449,0.9429362880886426
29,16,0.5517241379310345,0.9429362880886426
29,17,0.5862068965517241,0.9429362880886426
29,18,0.6206896551724138,0.9429362880886426
29,19,0.6551724137931034,0.9429362880886426
29,20,0.6896551724137931,0.9429362880886426
29,21,0.7241379310344828,0.9429362880886426
29,22,0.7586206896551724,0.9429362880886426
29,23,0.7931034482758621,0.9429362880886426
29,24,0.8275862068965517,0.9429362880886426
29,25,0.8620689655172413,0.9429362880886426
29,26,0.896551724137931,0.9429362880886426
29,27,0.9310344827586207,0.9429362880886426
29,28,0.9655172413793104,0.9429362880886426
29,29,1.0,0.9429362880886426
30,1,0.03333333333333333,0.7506925207756233
30,2,0.06666666666666667,0.8631578947368421
30,3,0.1,0.9168975069252078
30,4,0.13333333333333333,0.9274238227146815
30,5,0.16666666666666666,0.9357340720221606
30,6,0.2,0.9379501385041551
30,7,0.23333333333333334,0.9390581717451524
30,8,0.26666666666666666,0.9412742382271468
30,9,0.3,0.9412742382271468
30,10,0.3333333333333333,0.9418282548476454
30,11,0.36666666666666664,0.9418282548476454
30,12,0.4,0.942382271468144
30,13,0.43333333333333335,0.9429362880886426
30,14,0.4666666666666667,0.9429362880886426
30,15,0.5,0.9429362880886426
30,16,0.5333333333333333,0.9429362880886426
30,17,0.5666666666666667,0.9429362880886426
30,18,0.6,0.9429362880886426
30,19,0.6333333333333333,0.9429362880886426
30,20,0.6666666666666666,0.9429362880886426
30,21,0.7,0.9429362880886426
30,22,0.7333333333333333,0.9429362880886426
30,23,0.7666666666666667,0.9429362880886426
30,24,0.8,0.9429362880886426
30,25,0.8333333333333334,0.9429362880886426
30,26,0.8666666666666667,0.9429362880886426
30,27,0.9,0.9429362880886426
30,28,0.9333333333333333,0.9429362880886426
30,29,0.9666666666666667,0.9429362880886426
30,30,1.0,0.9429362880886426
31,1,0.03225806451612903,0.7667590027700831
31,2,0.06451612903225806,0.8631578947368421
31,3,0.0967741935483871,0.9096952908587258
31,4,0.12903225806451613,0.9279778393351801
31,5,0.16129032258064516,0.9346260387811635
31,6,0.1935483870967742,0.9390581717451524
31,7,0.22580645161290322,0.939612188365651
31,8,0.25806451612903225,0.9418282548476454
31,9,0.2903225806451613,0.9418282548476454
31,10,0.3225806451612903,0.9418282548476454
31,11,0.3548387096774194,0.9418282548476454
31,12,0.3870967741935484,0.9429362880886426
31,13,0.41935483870967744,0.9429362880886426
31,14,0.45161290322580644,0.9429362880886426
31,15,0.4838709677419355,0.9429362880886426
31,16,0.5161290322580645,0.9429362880886426
31,17,0.5483870967741935,0.9429362880886426
31,18,0.5806451612903226,0.9429362880886426
31,19,0.6129032258064516,0.9429362880886426
31,20,0.6451612903225806,0.9429362880886426
31,21,0.6774193548387096,0.9429362880886426
31,22,0.7096774193548387,0.9429362880886426
31,23,0.7419354838709677,0.9429362880886426
31,24,0.7741935483870968,0.9429362880886426
31,25,0.8064516129032258,0.9429362880886426
31,26,0.8387096774193549,0.9429362880886426
31,27,0.8709677419354839,0.9429362880886426
31,28,0.9032258064516129,0.9429362880886426
31,29,0.9354838709677419,0.9429362880886426
31,30,0.967741935483871,0.9429362880886426
31,31,1.0,0.9429362880886426
32,1,0.03125,0.7656509695290858
32,2,0.0625,0.867590027700831
32,3,0.09375,0.9130193905817174
32,4,0.125,0.929639889196676
32,5,0.15625,0.9368421052631579
32,6,0.1875,0.939612188365651
32,7,0.21875,0.9407202216066483
32,8,0.25,0.942382271468144
32,9,0.28125,0.942382271468144
32,10,0.3125,0.9418282548476454
32,11,0.34375,0.9418282548476454
32,12,0.375,0.9429362880886426
32,13,0.40625,0.9429362880886426
32,14,0.4375,0.9429362880886426
32,15,0.46875,0.9429362880886426
32,16,0.5,0.9429362880886426
32,17,0.53125,0.9429362880886426
32,18,0.5625,0.9429362880886426
32,19,0.59375,0.9429362880886426
32,20,0.625,0.9429362880886426
32,21,0.65625,0.9429362880886426
32,22,0.6875,0.9429362880886426
32,23,0.71875,0.9429362880886426
32,24,0.75,0.9429362880886426
32,25,0.78125,0.9429362880886426
32,26,0.8125,0.9429362880886426
32,27,0.84375,0.9429362880886426
32,28,0.875,0.9429362880886426
32,29,0.90625,0.9429362880886426
32,30,0.9375,0.9429362880886426
32,31,0.96875,0.9429362880886426
32,32,1.0,0.9429362880886426
33,1,0.030303030303030304,0.7639889196675901
33,2,0.06060606060606061,0.8742382271468144
33,3,0.09090909090909091,0.913573407202216
33,4,0.12121212121212122,0.9257617728531856
33,5,0.15151515151515152,0.9318559556786704
33,6,0.18181818181818182,0.9346260387811635
33,7,0.21212121212121213,0.9379501385041551
33,8,0.24242424242424243,0.9401662049861496
33,9,0.2727272727272727,0.9412742382271468
33,10,0.30303030303030304,0.9412742382271468
33,11,0.3333333333333333,0.9412742382271468
33,12,0.36363636363636365,0.9418282548476454
33,13,0.3939393939393939,0.9418282548476454
33,14,0.42424242424242425,0.9418282548476454
33,15,0.45454545454545453,0.9418282548476454
33,16,0.48484848484848486,0.942382271468144
33,17,0.5151515151515151,0.942382271468144
33,18,0.5454545454545454,0.9429362880886426
33,19,0.5757575757575758,0.9429362880886426
33,20,0.6060606060606061,0.9429362880886426
33,21,0.6363636363636364,0.9429362880886426
33,22,0.6666666666666666,0.9429362880886426
33,23,0.696969696969697,0.9429362880886426
33,24,0.7272727272727273,0.9429362880886426
33,25,0.7575757575757576,0.9429362880886426
33,26,0.7878787878787878,0.9429362880886426
33,27,0.8181818181818182,0.9429362880886426
33,28,0.8484848484848485,0.9429362880886426
33,29,0.8787878787878788,0.9429362880886426
33,30,0.9090909090909091,0.9429362880886426
33,31,0.9393939393939394,0.9429362880886426
33,32,0.9696969696969697,0.9429362880886426
33,33,1.0,0.9429362880886426
34,1,0.029411764705882353,0.775623268698061
34,2,0.058823529411764705,0.8781163434903048
34,3,0.08823529411764706,0.9124653739612189
34,4,0.11764705882352941,0.9257617728531856
34,5,0.14705882352941177,0.9318559556786704
34,6,0.17647058823529413,0.9368421052631579
34,7,0.20588235294117646,0.9373961218836565
34,8,0.23529411764705882,0.9401662049861496
34,9,0.2647058823529412,0.9412742382271468
34,10,0.29411764705882354,0.9412742382271468
34,11,0.3235294117647059,0.9412742382271468
34,12,0.35294117647058826,0.9412742382271468
34,13,0.38235294117647056,0.9418282548476454
34,14,0.4117647058823529,0.9418282548476454
34,15,0.4411764705882353,0.942382271468144
34,16,0.47058823529411764,0.942382271468144
34,17,0.5,0.9429362880886426
34,18,0.5294117647058824,0.9429362880886426
34,19,0.5588235294117647,0.9429362880886426
34,20,0.5882352941176471,0.9429362880886426
34,21,0.6176470588235294,0.9429362880886426
34,22,0.6470588235294118,0.9429362880886426
34,23,0.6764705882352942,0.9429362880886426
34,24,0.7058823529411765,0.9429362880886426
34,25,0.7352941176470589,0.9429362880886426
34,26,0.7647058823529411,0.9429362880886426
34,27,0.7941176470588235,0.9429362880886426
34,28,0.8235294117647058,0.9429362880886426
34,29,0.8529411764705882,0.9429362880886426
34,30,0.8823529411764706,0.9429362880886426
34,31,0.9117647058823529,0.9429362880886426
34,32,0.9411764705882353,0.9429362880886426
34,33,0.9705882352941176,0.9429362880886426
34,34,1.0,0.9429362880886426
35,1,0.02857142857142857,0.7745152354570637
35,2,0.05714285714285714,0.8797783933518005
35,3,0.08571428571428572,0.9119113573407203
35,4,0.11428571428571428,0.9246537396121883
35,5,0.14285714285714285,0.9318559556786704
35,6,0.17142857142857143,0.9373961218836565
35,7,0.2,0.9379501385041551
35,8,0.22857142857142856,0.9401662049861496
35,9,0.2571428571428571,0.9412742382271468
35,10,0.2857142857142857,0.9412742382271468
35,11,0.3142857142857143,0.9412742382271468
35,12,0.34285714285714286,0.9412742382271468
35,13,0.37142857142857144,0.9418282548476454
35,14,0.4,0.9418282548476454
35,15,0.42857142857142855,0.942382271468144
35,16,0.45714285714285713,0.942382271468144
35,17,0.4857142857142857,0.9429362880886426
35,18,0.5142857142857142,0.9429362880886426
35,19,0.5428571428571428,0.9429362880886426
35,20,0.5714285714285714,0.9429362880886426
35,21,0.6,0.9429362880886426
35,22,0.6285714285714286,0.9429362880886426
35,23,0.6571428571428571,0.9429362880886426
35,24,0.6857142857142857,0.9429362880886426
35,25,0.7142857142857143,0.9429362880886426
35,26,0.7428571428571429,0.9429362880886426
35,27,0.7714285714285715,0.9429362880886426
35,28,0.8,0.9429362880886426
35,29,0.8285714285714286,0.9429362880886426
35,30,0.8571428571428571,0.9429362880886426
35,31,0.8857142857142857,0.9429362880886426
35,32,0.9142857142857143,0.9429362880886426
35,33,0.9428571428571428,0.9429362880886426
35,34,0.9714285714285714,0.9429362880886426
35,35,1.0,0.9429362880886426
36,1,0.027777777777777776,0.7728531855955678
36,2,0.05555555555555555,0.8709141274238227
36,3,0.08333333333333333,0.9063711911357341
36,4,0.1111111111111111,0.9224376731301939
36,5,0.1388888888888889,0.9335180055401662
36,6,0.16666666666666666,0.9373961218836565
36,7,0.19444444444444445,0.9401662049861496
36,8,0.2222222222222222,0.9401662049861496
36,9,0.25,0.9412742382271468
36,10,0.2777777777777778,0.9429362880886426
36,11,0.3055555555555556,0.9434903047091413
36,12,0.3333333333333333,0.9429362880886426
36,13,0.3611111111111111,0.9429362880886426
36,14,0.3888888888888889,0.9429362880886426
36,15,0.4166666666666667,0.9429362880886426
36,16,0.4444444444444444,0.9429362880886426
36,17,0.4722222222222222,0.9429362880886426
36,18,0.5,0.9429362880886426
